"file","line","category","cn60","risk_1_5","decision","reason"
"src/app/components/lawyer/AppLockOverlay.tsx","111","section","hami-app-lock-overlay__panel","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ArchivePortal/components/ExecutionArchivePreviewPaintSlot.tsx","19","section","","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/ArchivePortal/components/LawsuitArchiveLifecycleBars.tsx","27","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ArchivePortal/components/UnifiedDossierCard.tsx","345","footer","text-[11px] font-bold","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ArchivePortal/LawsuitArchiveChrome.tsx","260","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/AddQuestionSheetPreview.tsx","36","section","relative w-full hami-forum-panel rounded-xl p-3 border border-white/10 pr-8","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/AddQuestionSheetPreview.tsx","53","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/CommentBottomSheet.tsx","60","section","","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/CommunityScreen/components/CommentSheetComposer.tsx","51","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/CommunityScreenAccessGatePanel.tsx","46","section","hami-forum-panel rounded-xl p-4 max-w-md w-full space-y-3","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/EditPostModal.tsx","45","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/ForumGroupFeedPanel.tsx","32","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/ForumOverlayInstantCovers.tsx","40","dialog","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/ForumOverlayInstantCovers.tsx","151","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/LegalRepository.tsx","81","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/QuestionCardAttachmentAudio.tsx","13","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/QuestionCardAttachmentDocument.tsx","45","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/QuestionCardAttachmentDocument.tsx","81","section","","4","WONTFIX","complex stateful children; swap risk high"
"src/app/components/lawyer/CommunityScreen/components/QuestionCardMoreMenu.tsx","95","nav","relative shrink-0","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/SearchOverlay.tsx","71","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/CommunityScreen/components/UploadDocumentModalTypeField.tsx","9","nav","relative z-20","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/criminal-system/components/DecisionCardAppealFooter.tsx","133","header","flex flex-wrap items-center gap-2","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/criminal-system/components/VerdictCassationModals.tsx","80","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/criminal-system/components/VerdictCassationModals.tsx","199","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/criminal-system/components/VerdictCassationModals.tsx","357","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/ExecutionArchiveInstantChrome.tsx","78","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/ExecutionArchiveInstantChrome.tsx","79","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/ExecutionArchiveInstantFrame.tsx","171","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/ExecutionArchiveInstantFrame.tsx","172","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/ExecutionCreationBootShell.tsx","10","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/ExecutionCreationBootShell.tsx","11","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/ExecutionCreationBootShell.tsx","28","section","","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/dashboard/ExecutionCreationBootShell.tsx","29","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/ExecutionCreationBootShell.tsx","31","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/ExecutionDossierInstantFrame.tsx","85","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/fieldTasks/FieldTasksSheetChrome.tsx","44","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/fieldTasks/FieldTasksSheetOpenInstantChrome.tsx","90","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/fieldTasks/FieldTasksSheetOpenInstantChrome.tsx","164","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/FieldTasksBottomSheet.tsx","300","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/forumProfile/ForumTileProfileQuarterChrome.tsx","19","article","hami-forum-tile-avatar-frame","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/LawsuitsWorkspaceInstantChrome.tsx","37","header","px-4 hami-overlay-header-safe-pad pb-2","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/LawsuitsWorkspaceInstantPaintFrame.tsx","36","header","px-4 hami-overlay-header-safe-pad pb-2","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/LawsuitsWorkspaceShell.tsx","141","header","px-4 hami-overlay-header-safe-pad pb-2","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/LawsuitsWorkspaceShell.tsx","215","article","pointer-events-auto","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/LawsuitsWorkspaceUrgentTab.tsx","23","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/LawyerNewCaseInstantPaintCover.tsx","19","section","","4","WONTFIX","complex stateful children; swap risk high"
"src/app/components/lawyer/dashboard/LawyerNewCaseInstantPaintCover.tsx","49","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/LawyerNewCaseSelectionInstantShell.tsx","38","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dashboard/profile/ProfilePagePaintGate.tsx","28","article","","4","WONTFIX","complex stateful children; swap risk high"
"src/app/components/lawyer/dashboard/schedule/RadarOpenInstantChrome.tsx","214","nav","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/tasksManager/DistantTasksSection.tsx","143","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/tasksManager/TaskHelpInboxPanel.tsx","177","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dashboard/tasksManager/TaskHelpInboxPanel.tsx","178","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/ActiveOrderFileHeader.tsx","60","header","max-w-5xl mx-auto px-3 hami-overlay-header-safe-pad pb-2","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/ActiveOrderFileView.tsx","65","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/AdminWorkspacePanel.tsx","228","nav","mt-3","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/AdminWorkspacePanel.tsx","229","section","mt-3","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/LifecyclePanel.tsx","76","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/layout/PartiesSidebar.tsx","100","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/modals/DossierEditModal.tsx","112","article","text-[11px] font-bold uppercase tracking-wide text-white/40 mb-2","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/modals/DossierEditModal.tsx","175","article","text-[11px] font-bold uppercase tracking-wide text-white/40","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/panels/cassation/CassationPhaseBody.tsx","117","article","text-white font-bold","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Dashboard_Active_Order_File/panels/grievance/GrievanceFiledDetailsSection.tsx","31","article","text-white font-bold","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/DecisionsAndAppealsEngine/hooks/appeal-renderers/useAppealEntryButtonsRenderer.tsx","146","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/DocumentVault.tsx","480","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/DocumentVault.tsx","633","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/DocumentVault.tsx","682","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/DocumentVault.tsx","723","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dossier-notes/DossierFastNoteComposer.tsx","62","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/dossier-notes/DossierFastNoteComposer.tsx","218","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/dossier-notes/DossierFastNoteComposer.tsx","277","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/execution/evictionField/hooks/useEvictionFieldActionRenderers.tsx","125","section","border-t border-white/10 px-3 py-3","4","WONTFIX","complex stateful children; swap risk high"
"src/app/components/lawyer/execution/evictionField/hooks/useEvictionFieldBranchRenderers.tsx","97","section","mt-2 rounded-2xl border border-white/10 bg-black/15 p-3","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/execution/personalCoercive/sections/ForcedBringSection.tsx","121","section","relative space-y-2","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionCreationFormBody.tsx","247","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionCreationFormBody.tsx","257","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionCreationFormBody.tsx","258","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionCreationSection.tsx","18","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionIntakeModals.tsx","65","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionIntakeModals.tsx","150","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionIntakeModals.tsx","151","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","38","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","128","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","140","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","141","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","155","section","","5","WONTFIX","skeleton aria-hidden element — swap meaningless"
"src/app/components/lawyer/ExecutionCreationView/components/ExecutionOptionSheet.tsx","213","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/InstrumentClaimAmountsBlock.tsx","129","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/InstrumentClaimAmountsBlock.tsx","130","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView/components/InstrumentClaimAmountsBlock.tsx","190","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/InstrumentClaimAmountsBlock.tsx","191","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView/components/InstrumentClaimAmountsBlock.tsx","194","section","space-y-3","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/PastAlimonySection.tsx","138","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/PastAlimonySection.tsx","148","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionCreationView/components/SmartAlimonyCalculator.tsx","120","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionCreationView.tsx","439","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ActionGridSection.tsx","209","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/DashboardHeaderExpandedDetails.tsx","36","article","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/DossierMetaEditSection.tsx","109","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionAppointmentModal.tsx","217","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionDashboardPhoneBodyHeader.tsx","76","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionDashboardPhoneBodyHeader.tsx","77","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionDebtorNotificationMemoModalContainer.tsx","69","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionDecisionsModalContainer.tsx","58","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionFollowupInstantFrame.tsx","81","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionFollowupInstantFrame.tsx","82","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionFollowupModalShell.tsx","109","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionFollowupModalShell.tsx","110","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionFullTimelineModalContainer.tsx","185","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionHeirsNotificationModalContainer.tsx","87","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionOverlayInstantFrame.tsx","125","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionPaymentModalContainer.tsx","59","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionPaymentModalContainer.tsx","66","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/ExecutionTaskComposerForm.tsx","40","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/FollowupProcedureCard.tsx","146","section","border-t border-white/10","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/hiddenFollowup/shared/hiddenFollowupChrome.tsx","27","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/LawReferencePanel.tsx","68","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/ExecutionDashboard/components/maritalFurniture/MaritalFurnitureWorkspaceSheet.tsx","53","header","flex shrink-0 items-center gap-2 flex-row-reverse","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/SeizureRequestSubjectModal.tsx","76","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/ExecutionDashboard/components/TimelineEditModal.tsx","151","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/FinancialOperationsCenter/components/FocEvictionLedgerBody.tsx","69","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Form_Urgent_Actions/UrgentActionsFormHeader.tsx","8","header","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/GlobalSearchOverlay/components/RecentSearchesPanel.tsx","14","section","px-3 py-2 space-y-1.5","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/GlobalSearchOverlay/components/SearchHeader.tsx","57","header","hami-gs-header","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/GlobalSearchOverlay/GlobalSearchErrorBoundary.tsx","20","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/GlobalSearchOverlay/GlobalSearchInstantSheetChrome.tsx","42","header","hami-gs-header","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/HamiSettings/appearance/AppearanceBlockCustomizePanel.tsx","14","section","space-y-2.5","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/HamiSettings/SettingsSectionRouter.tsx","110","section","hami-settings-section-frame mx-auto w-full","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/HamiSettings/SettingsShellHeader.tsx","63","header","hami-settings-header-inner","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/LawyerHomeHubCard.tsx","37","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/LawyerNewCase/components/CaseBasicsForm.tsx","189","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/LawyerNewCase/components/CaseHeader.tsx","25","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/LawyerNewCase/components/SaveButton.tsx","19","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Modal_Quick_Log.tsx","113","article","text-white font-bold text-sm mt-0.5 truncate","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Modal_Seized_Assets_Manager.tsx","105","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/Modal_Unified_Summons_Hub/SummonsHubHeader.tsx","22","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/Modal_Unified_Summons_Hub/SummonsHubTablighPanel.tsx","97","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/NotificationPanel/components/NotificationHeader.tsx","40","header","hami-notif-header-switch","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/NotificationPanel/components/NotificationHeaderAlertControls.tsx","17","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/NotificationPanel/components/NotificationHeaderInbox.tsx","36","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/NotificationPanel/components/NotificationList.tsx","27","section","space-y-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/NotificationPanel/components/NotificationPanelSheet.tsx","70","section","hami-notif-sheet-track","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusDossierBody.tsx","255","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusDossierBody.tsx","262","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusDossierBody.tsx","266","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusFlowConfirmDialog.tsx","36","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/personal-status/PersonalStatusLawReferencePortal.tsx","50","header","","2","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/personal-status/PersonalStatusPearlSection.tsx","56","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusSmartFileChrome.tsx","62","section","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/personal-status/PersonalStatusStageFooterBar.tsx","45","footer","","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/BlockLivePreview.tsx","19","article","profile-block-live-preview","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ImageBlockStudioEditor.tsx","46","section","profile-studio-panel-tabs","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFocusPanel.tsx","22","section","space-y-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFramePanel.tsx","25","section","space-y-3","3","WONTFIX","3-swap cap reached"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageBlockFramePanel.tsx","28","article","profile-studio-media-shape-grid","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/imageStudio/ImageFocusPicker.tsx","178","article","profile-image-focus-picker__zoom-controls","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileChromeHeader.tsx","99","header","hami-profile-chrome-header__slot hami-profile-chrome-header__slot--start","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactChannel.tsx","67","article","hami-profile-contact-icon group-hover:scale-105 transition-transform","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactEditRow.tsx","23","article","hami-profile-edit-channel-row","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactSection.tsx","40","section","hami-profile-section-head","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
"src/app/components/lawyer/RoyalLawyerProfile/components/ProfileContactSection.tsx","66","article","hami-profile-contact-stack","3","WONTFIX","no low-risk swap markers; preserve ZVF boundary"
